year,imdb,title,Director,director_gender,Writer,writer_gender,Star,star_gender,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,Director Gender,Director Age
2005,tt0358082,Robots,Chris Wedge,M,Ron Mita,M,Ewan McGregor,M,notalk-disagree,notalk,0,80000000,128200012,260700012,2005FAIL,95442650,152946861,311023751,2,2,,
2012,tt1336608,Rock of Ages,Adam Shankman,M,Justin Theroux,M,Julianne Hough,F,ok,ok,1,70000000,38518613,50118613,2012PASS,71024700,39082470,50852278,1,1,,
2008,tt1032755,RocknRolla,Guy Ritchie,M,Guy Ritchie,M,Gerard Butler,M,notalk,notalk,0,18000000,5700626,27794339,2008FAIL,19480614,6169538,30080599,2,2,,
1996,tt0117509,Romeo + Juliet,Baz Luhrmann,M,William Shakespeare,M,Leonardo DiCaprio,M,dubious,dubious,0,14500000,46338728,147542381,1996FAIL,21534891,68820654,219124769,4,3,,
2000,tt0165929,Romeo Must Die,Andrzej Bartkowiak,M,Mitchell Kapner,M,Jet Li,M,nowomen,nowomen,0,25000000,55973336,91036760,2000FAIL,33822710,75726795,123164396,3,2,,
2000,tt0213203,Rugrats in Paris:,Stig Bergqvist,M,J. David Stem,M,Christine Cavanaugh,F,ok,ok,1,30000000,76501438,103284813,2000PASS,40587251,103499437,139734889,3,2,,
1998,tt0130827,Run Lola Run,Tom Tykwer,M,Tom Tykwer,M,Franka Potente,M,notalk-disagree,notalk,0,1750000,7267324,14533173,1998FAIL,2500982,10385968,20769827,4,3,,
2013,tt2364841,Runner Runner,Brad Furman,M,Brian Koppelman,M,Ben Affleck,M,nowomen,nowomen,0,30000000,19316646,62616646,2013FAIL,30000000,19316646,62616646,1,1,,
2013,tt1979320,Rush,Ron Howard,M,Peter Morgan,M,Daniel Brühl,M,notalk,notalk,0,38000000,26947624,43047624,2013FAIL,38000000,26947624,43047624,1,1,,
1998,tt0120812,Rush Hour,Brett Ratner,M,Ross LaManna,M,Jackie Chan,M,ok-disagree,ok,1,35000000,141186864,245300000,1998PASS,50019631,201774709,350566156,4,3,,
2007,tt00293564,Rush Hour 3,Brett Ratner,M,Jeff Nathanson,M,Jackie Chan,M,notalk,notalk,0,180000000,140125968,253025968,2007FAIL,202237827,157437618,284285677,2,2,,
1998,tt0128445,Rushmore,Wes Anderson,M,Wes Anderson,M,Jason Schwartzman,M,notalk-disagree,notalk,0,10000000,17105219,19080435,1998FAIL,14291323,24445621,27268466,4,3,,
2003,tt0257076,S.W.A.T.,Clark Johnson,M,Robert Hamner,M,Samuel L. Jackson,M,ok,ok,1,70000000,116877597,207154748,2003PASS,88626087,147977201,262275924,3,2,,
1995,tt0114319,Sabrina,Sydney Pollack,M,Samuel A. Taylor,M,Harrison Ford,M,ok,ok,1,58000000,53458319,87100000,1995PASS,88669209,81725980,133156691,4,3,,
2012,tt1656190,Safe,Todd Haynes,M,Todd Haynes,M,Julianne Moore,F,notalk-disagree,notalk,0,33000000,17142080,41495213,2012FAIL,33483073,17393015,42102643,1,1,,
1995,tt0114323,Safe,Boaz Yakin,M,Boaz Yakin,M,Jason Statham,M,ok,ok,1,33000000,17142080,41495213,1995PASS,50449722,26206460,63437029,4,3,,
2013,tt1702439,Safe Haven,Lasse Hallström,M,Dana Stevens,F,Julianne Hough,F,ok,ok,1,28000000,71399120,93943623,2013PASS,28000000,71399120,93943623,1,1,,
2012,tt1862079,Safety Not Guaranteed,Colin Trevorrow,M,Derek Connolly,M,Aubrey Plaza,F,ok-disagree,ok,1,750000,4010957,4413188,2012PASS,760979,4069672,4477791,1,1,,
2010,tt0944835,Salt,Phillip Noyce,M,Kurt Wimmer,M,Angelina Jolie,F,ok-disagree,ok,1,130000000,118311368,295713467,2010PASS,138870139,126383971,315890541,1,1,,
2001,tt0206275,Save the Last Dance,Thomas Carter,M,Duane Adler,M,Julia Stiles,F,ok,ok,1,13000000,91038276,131638276,2001PASS,17105997,119792347,173215693,3,2,,
2004,tt0332375,Saved!,Brian Dannelly,M,Brian Dannelly,M,Jena Malone,F,ok-disagree,ok,1,5000000,8886160,10228228,2004PASS,6165964,10958349,12613378,3,2,,
2000,tt0195234,Saving Grace,Nigel Cole,M,Mark Crowdy,M,Brenda Blethyn,F,ok,ok,1,4000000,12178602,27786849,2000PASS,5411634,16476533,37593061,3,2,,
2013,tt2140373,Saving Mr. Banks,John Lee Hancock,M,Kelly Marcel,F,Emma Thompson,F,ok,ok,1,35000000,82834332,100734332,2013PASS,35000000,82834332,100734332,1,1,,
1998,tt0120815,Saving Private Ryan,Steven Spielberg,M,Robert Rodat,M,Tom Hanks,M,nowomen,nowomen,0,65000000,216335085,485035085,1998FAIL,92893600,309171460,693179313,4,3,,
2004,tt0387564,Saw,James Wan,M,Leigh Whannell,M,Cary Elwes,M,men-disagree,men,0,1200000,55185045,103096345,2004FAIL,1479831,68053804,127137678,3,2,,
2005,tt0432348,Saw II,Darren Lynn Bousman,M,Leigh Whannell,M,Donnie Wahlberg,M,dubious-disagree,dubious,0,5000000,87025093,152925093,2005FAIL,5965166,103823819,182444702,2,2,,
2003,tt0306047,Scary Movie 3,David Zucker,M,Craig Mazin,M,Anna Faris,F,ok,ok,1,45000000,110000082,155200000,2003PASS,56973913,139269669,196496696,3,2,,
1993,tt0108052,Schindler&#39;s List,Steven Spielberg,M,Thomas Keneally,M,Liam Neeson,M,ok,ok,1,25000000,96067179,321365567,1993PASS,40311473,154904378,518188770,5,3,,
2002,tt0267913,Scooby-Doo,Raja Gosnell,M,James Gunn,M,Matthew Lillard,M,ok,ok,1,84000000,153294164,276294164,2002PASS,108795054,198543415,357850459,3,2,,
2010,tt0446029,Scott Pilgrim vs. the World,Edgar Wright,M,Michael Bacall,M,Michael Cera,M,ok,ok,1,85000000,31611316,48089760,2010PASS,90799707,33768214,51371013,1,1,,
1996,tt0117571,Scream,Wes Craven,M,Kevin Williamson,M,Neve Campbell,F,ok,ok,1,15000000,103046663,173046663,1996PASS,22277474,153041290,257002834,4,3,,
1997,tt0120082,Scream 2,Wes Craven,M,Kevin Williamson,M,Neve Campbell,F,ok,ok,1,24000000,101363301,101363301,1997PASS,34829715,147102287,147102287,4,3,,
2000,tt0134084,Scream 3,Wes Craven,M,Kevin Williamson,M,David Arquette,M,ok,ok,1,40000000,89138076,161838076,2000PASS,54116335,120595650,218952089,3,2,,
1988,tt0096061,Scrooged,Richard Donner,M,Mitch Glazer,M,Bill Murray,M,ok,ok,1,32000000,60328558,60328558,1988PASS,63028704,118825964,118825964,,,,
1995,tt0114369,Se7en,David Fincher,M,Andrew Kevin Walker,M,Morgan Freeman,M,notalk,notalk,0,30000000,100125643,328125643,1995FAIL,45863384,153070026,501631742,4,3,,
2003,tt0327137,Secondhand Lions,Tim McCanlies,M,Tim McCanlies,M,Haley Joel Osment,M,notalk,notalk,0,30000000,42070939,47902566,2003FAIL,37982609,53265467,60648814,3,2,,
2004,tt0363988,Secret Window,David Koepp,M,Stephen King,M,Johnny Depp,M,notalk,notalk,0,40000000,47958031,92111551,2004FAIL,49327715,59141502,113591309,3,2,,
2010,tt1028576,Secretariat,Randall Wallace,M,Mike Rich,M,Diane Lane,F,ok,ok,1,35000000,59699513,60376247,2010PASS,37388114,63772921,64495830,1,1,,
1996,tt0117589,Secrets &amp; Lies,Mike Leigh,M,Mike Leigh,M,Timothy Spall,M,ok,ok,1,4500000,13417292,13417292,1996PASS,6683242,19926891,19926891,4,3,,
1997,tt0120094,Selena,Gregory Nava,M,Gregory Nava,M,Jennifer Lopez,F,ok,ok,1,20000000,35450113,35450113,1997PASS,29024763,51446556,51446556,4,3,,
1995,tt0114388,Sense and Sensibility,Ang Lee,M,Jane Austen,F,Emma Thompson,F,ok,ok,1,16500000,42993774,134993774,1995PASS,25224861,65727998,206375709,4,3,,
2005,tt0379786,Serenity,Steven Knight,M,Steven Knight,M,Matthew McConaughey,M,ok,ok,1,39000000,25514517,38514517,2005PASS,46528292,30439664,45949095,2,2,,
1996,tt0117603,Set It Off,F. Gary Gray,M,Takashi Bufford,M,Jada Pinkett Smith,F,ok,ok,1,9000000,36049108,36049108,1996PASS,13366484,53538871,53538871,4,3,,
2008,tt0814314,Seven Pounds,Gabriele Muccino,M,Grant Nieporte,M,Will Smith,M,ok,ok,1,54000000,69951824,166617328,2008PASS,58441841,75705803,180322655,2,2,,
2012,tt1931533,Seven Psychopaths,Martin McDonagh,M,Martin McDonagh,M,Colin Farrell,M,notalk-disagree,notalk,0,13500000,15024049,23492318,2012FAIL,13697621,15243980,23836212,1,1,,
2008,tt1000774,Sex and the City,Michael Patrick King,M,Michael Patrick King,M,Sarah Jessica Parker,F,ok,ok,1,57500000,152647258,415247258,2008PASS,62229738,165203458,449403966,2,2,,
2010,tt1261945,Sex and the city 2,Michael Patrick King,M,Michael Patrick King,M,Sarah Jessica Parker,F,ok,ok,1,95000000,95347692,294680778,2010PASS,101482025,101853441,314787390,1,1,,
1989,tt0098724,"Sex, Lies, and Videotape",Steven Soderbergh,M,Steven Soderbergh,M,James Spader,M,men-disagree,men,0,1200000,24741667,36741667,1989FAIL,2255507,46504161,69059227,,,,
2000,tt0203119,Sexy Beast,Jonathan Glazer,M,Louis Mellis,M,Ray Winstone,M,men,men,0,4300000,6946056,10154577,2000FAIL,5817506,9397377,13738212,3,2,,
1971,tt0067741,Shaft,Tim Story,M,Ernest Tidyman,M,Samuel L. Jackson,M,notalk,notalk,0,53012938,70327868,107190108,1971FAIL,305063707,404702718,616827003,,,,
1998,tt0138097,Shakespeare in Love,John Madden,M,Marc Norman,M,Gwyneth Paltrow,F,ok,ok,1,26000000,100317794,279500000,1998PASS,37157440,143367401,399442481,4,3,,
2001,tt0256380,Shallow Hal,Bobby Farrelly,M,Sean Moynihan,M,Jack Black,M,ok,ok,1,40000000,70836296,70836296,2001PASS,52633838,93209654,93209654,3,2,,
2011,tt1723811,Shame,Steve McQueen,M,Steve McQueen,M,Michael Fassbender,M,notalk,notalk,0,6500000,4002293,10781688,2011FAIL,6731990,4145138,11166495,1,1,,
2003,tt0300471,Shanghai Knights,David Dobkin,M,Alfred Gough,M,Jackie Chan,M,notalk,notalk,0,50000000,60470220,88316835,2003FAIL,63304348,76560557,111816793,3,2,,
2000,tt0184894,Shanghai Noon,Tom Dey,M,Miles Millar,M,Jackie Chan,M,notalk-disagree,notalk,0,55000000,56932305,71189835,2000FAIL,74409961,77024193,96313324,3,2,,
2001,tt0286112,Shaolin Soccer,Stephen Chow,M,Stephen Chow,M,Stephen Chow,M,nowomen,nowomen,0,10000000,488872,42776032,2001FAIL,13158460,643280,56286669,3,2,,
2004,tt0307453,Shark Tale,Bibo Bergeron,M,Michael J. Wilson,M,Will Smith,M,notalk,notalk,0,75000000,161412000,367825111,2004FAIL,92489466,199052129,453599307,3,2,,
2003,tt0323944,Shattered Glass,Billy Ray,M,Buzz Bissinger,M,Hayden Christensen,M,men,men,0,6000000,2207975,2932719,2003FAIL,7596522,2795488,3713077,3,2,,
2004,tt0365748,Shaun of the Dead,Edgar Wright,M,Simon Pegg,M,Simon Pegg,M,ok-disagree,ok,1,5000000,13542874,30332385,2004PASS,6165964,16700976,37405681,3,2,,
2006,tt0454945,She&#39;s the Man,Andy Fickman,M,Ewan Leslie,M,Amanda Bynes,F,men-disagree,men,0,25000000,33889159,55279608,2006FAIL,28894909,39168966,63891969,2,2,,
2009,tt0988045,Sherlock Holmes,Guy Ritchie,M,Michael Robert Johnson,M,Robert Downey Jr.,M,notalk,notalk,0,90000000,209028679,498438212,2009FAIL,97715844,226949041,541170116,2,2,,
2007,tt0822854,Shooter,Antoine Fuqua,M,Jonathan Lemkin,M,Mark Wahlberg,M,notalk-disagree,notalk,0,60000000,47003582,95703582,2007FAIL,67412609,52810568,107527136,2,2,,
2006,tt0367027,Shortbus,John Cameron Mitchell,M,John Cameron Mitchell,M,Sook-Yin Lee,F,ok,ok,1,2000000,1985292,1985292,2006PASS,2311593,2294593,2294593,2,2,,
1995,tt0114436,Showgirls,Paul Verhoeven,M,Joe Eszterhas,M,Elizabeth Berkley,F,ok,ok,1,40000000,20350754,37750754,1995PASS,61151178,31111815,57712577,4,3,,
2001,tt0126029,Shrek,Andrew Adamson,M,William Steig,M,Mike Myers,M,notalk-disagree,notalk,0,50000000,267655011,491812794,2001FAIL,65792298,352192764,647149877,3,2,,
2004,tt0298148,Shrek 2,Andrew Adamson,M,William Steig,M,Mike Myers,M,ok-disagree,ok,1,70000000,441226247,937008132,2004PASS,86323501,544117065,1155511754,3,2,,
2010,tt0892791,Shrek Forever After,Mike Mitchell,M,Josh Klausner,M,Mike Myers,M,notalk,notalk,0,165000000,238736787,756244673,2010FAIL,176258254,255026238,807844640,1,1,,
2007,tt0413267,Shrek the Third,Chris Miller,M,Jeffrey Price,M,Mike Myers,M,ok-disagree,ok,1,160000000,322719944,807330936,2007PASS,179766957,362589890,907071412,2,2,,
2010,tt1130884,Shutter Island,Martin Scorsese,M,Laeta Kalogridis,F,Leonardo DiCaprio,M,notalk,notalk,0,80000000,128012934,296831073,2010FAIL,85458547,136747492,317084404,1,1,,
2013,tt2053463,Side Effects,Steven Soderbergh,M,Scott Z. Burns,M,Rooney Mara,F,ok,ok,1,30000000,32172757,60288363,2013PASS,30000000,32172757,60288363,1,1,,
2004,tt0375063,Sideways,Alexander Payne,M,Rex Pickett,M,Paul Giamatti,M,ok,ok,1,17000000,71502303,109874155,2004PASS,20964279,88176131,135496025,3,2,,
2002,tt0286106,Signs,M. Night Shyamalan,M,M. Night Shyamalan,M,Mel Gibson,M,notalk,notalk,0,70702619,227965690,408265690,2002FAIL,91572563,295256424,528777236,3,2,,
2006,tt0384537,Silent Hill,Christophe Gans,M,Roger Avary,M,Radha Mitchell,F,ok,ok,1,50000000,46982632,99982632,2006PASS,57789817,54302354,115559561,2,2,,
2012,tt0938330,Silent Hill: Revelation 3D,M.J. Bassett,M,M.J. Bassett,M,Adelaide Clemens,F,ok,ok,1,20000000,17530219,47944599,2012PASS,20292771,17786836,48646439,1,1,,
2012,tt1045658,Silver Linings Playbook,David O. Russell,M,David O. Russell,M,Bradley Cooper,M,ok,ok,1,21000000,132092958,227317397,2012PASS,21307410,134026609,230644998,1,1,,
2005,tt0401792,Sin City,Frank Miller,M,Frank Miller,M,Mickey Rourke,M,ok-disagree,ok,1,40000000,74103820,158753820,2005PASS,47721325,88408312,189398567,2,2,,
2003,tt0165982,Sinbad: Legend of the Seven Seas,Patrick Gilmore,M,John Logan,M,Brad Pitt,M,men,men,0,60000000,26483452,80767884,2003FAIL,75965217,33530353,102259164,3,2,,
2012,tt1922777,Sinister,Scott Derrickson,M,Scott Derrickson,M,Ethan Hawke,M,men,men,0,3000000,48086903,87727807,2012FAIL,3043916,48790826,89012016,1,1,,
1998,tt0120828,Six Days Seven Nights,Ivan Reitman,M,Michael Browning,M,Harrison Ford,M,notalk,notalk,0,80000000,74339294,164800000,1998FAIL,114330585,106240687,235521005,4,3,,
2004,tt0346156,Sky Captain and the World of Tomorrow,Kerry Conran,M,Kerry Conran,M,Gwyneth Paltrow,F,ok-disagree,ok,1,70000000,37760080,49730854,2004PASS,86323501,46565462,61327735,3,2,,
2005,tt0405325,Sky High,Mike Mitchell,M,Paul Hernandez,M,Kurt Russell,M,ok,ok,1,60000000,63939454,81627454,2005PASS,71581988,76281887,97384257,2,2,,
2012,tt1074638,Skyfall,Sam Mendes,M,Neal Purvis,M,Daniel Craig,M,dubious-disagree,dubious,0,200000000,304360277,1108694081,2012FAIL,202927713,308815675,1124923772,1,1,,
2010,tt1564585,Skyline,Colin Strause,M,Joshua Cordes,M,Eric Balfour,M,dubious,dubious,0,10000000,21416355,78693371,2010FAIL,10682318,22877632,84062765,1,1,,
1991,tt0102943,Slacker,Richard Linklater,M,Richard Linklater,M,Richard Linklater,M,ok,ok,1,23000,1227508,1227508,1991PASS,39349,2100070,2100070,5,3,,
1999,tt0162661,Sleepy Hollow,Tim Burton,M,Washington Irving,M,Johnny Depp,M,ok,ok,1,70000000,101068340,207068340,1999PASS,97892342,141340236,289577211,4,3,,
1998,tt0120148,Sliding Doors,Peter Howitt,M,Peter Howitt,M,Gwyneth Paltrow,F,ok,ok,1,6000000,11911200,58809149,1998PASS,8574794,17022681,84046055,4,3,,
2006,tt0439815,Slither,James Gunn,M,James Gunn,M,Nathan Fillion,M,ok,ok,1,15250000,7802450,12930343,2006PASS,17625894,9018043,14944843,2,2,,
2008,tt1010048,Slumdog Millionaire,Danny Boyle,M,Simon Beaufoy,M,Dev Patel,M,notalk,notalk,0,14000000,141319928,384519665,2008FAIL,15151588,152944384,416148834,2,2,,
1998,tt0120831,Slums of Beverly Hills,Tamara Jenkins,F,Tamara Jenkins,F,Natasha Lyonne,F,ok,ok,1,5000000,5502773,5502773,1998PASS,7145662,7864191,7864191,4,3,,
1998,tt0122718,Small Soldiers,Joe Dante,M,Gavin Scott,M,Kirsten Dunst,F,notalk,notalk,0,40000000,55143823,71743823,1998FAIL,57165293,78807819,102531416,4,3,,
1997,tt0120152,Smilla&#39;s Sense of Snow,Bille August,M,Peter Høeg,M,Julia Ormond,F,ok,ok,1,35000000,2221994,2221994,1997PASS,50793334,3224642,3224642,4,3,,
1998,tt0120321,Smoke Signals,Chris Eyre,M,Sherman Alexie,M,Adam Beach,M,ok,ok,1,2000000,6719300,7756617,1998PASS,2858265,9602769,11085232,4,3,,
2006,tt0475394,Smokin&#39; Aces,Joe Carnahan,M,Joe Carnahan,M,Jeremy Piven,M,dubious-disagree,dubious,0,17000000,35662731,56047261,2006FAIL,19648538,41218854,64779219,2,2,,
2006,tt0417148,Snakes on a Plane,David R. Ellis,M,John Heffernan,M,Samuel L. Jackson,M,ok,ok,1,33000000,34020814,62020814,2006PASS,38141279,39321133,71683430,2,2,,
2000,tt0208092,Snatch.,Guy Ritchie,M,Guy Ritchie,M,Jason Statham,M,nowomen-disagree,nowomen,0,10000000,30093107,83593107,2000FAIL,13529084,40713217,113093815,3,2,,
2002,tt0281373,Snow Dogs,Brian Levant,M,Jim Kouf,M,Cuba Gooding Jr.,M,notalk,notalk,0,32000000,81150692,116898028,2002FAIL,41445735,105104690,151403896,3,2,,
2012,tt1735898,Snow White and the Huntsman,Rupert Sanders,M,Evan Daugherty,M,Kristen Stewart,F,ok,ok,1,170000000,155136755,400911200,2012PASS,172488556,157407735,406779965,1,1,,
2002,tt0307479,Solaris,Steven Soderbergh,M,Stanislaw Lem,M,George Clooney,M,notalk,notalk,0,47000000,14970038,14970038,2002FAIL,60873423,19388882,19388882,3,2,,
2001,tt0244970,Someone Like You...,Tony Goldwyn,M,Laura Zigman,F,Ashley Judd,F,ok,ok,1,23000000,27338033,38684906,2001PASS,30264457,35972640,50903377,3,2,,
2003,tt0337741,Something&#39;s Gotta Give,Nancy Meyers,F,Nancy Meyers,F,Jack Nicholson,M,dubious,dubious,0,80000000,124685242,266685242,2003FAIL,101286957,157862359,337646706,3,2,,
2010,tt1421051,Somewhere,Sofia Coppola,F,Sofia Coppola,F,Stephen Dorff,M,dubious-disagree,dubious,0,7000000,1785645,14385645,2010FAIL,7477623,1907483,15367204,1,1,,
1980,tt0081534,Somewhere in Time,Jeannot Szwarc,F,Richard Matheson,M,Christopher Reeve,M,men,men,0,5100000,9709597,9709597,1980FAIL,14421616,27456486,27456486,,,,
2005,tt0362165,Son of the Mask,Lawrence Guterman,M,Lance Khazei,M,Jamie Kennedy,F,notalk,notalk,0,100000000,17018422,59918422,2005FAIL,119303313,20303541,71484662,2,2,,
2011,tt1596346,Soul Surfer,Sean McNamara,M,Sean McNamara,M,AnnaSophia Robb,F,ok,ok,1,18000000,43853424,47158652,2011PASS,18642434,45418587,48841781,1,1,,
2011,tt0945513,Source Code,Duncan Jones,M,Ben Ripley,M,Jake Gyllenhaal,M,notalk-disagree,notalk,0,32000000,54712227,140428499,2011FAIL,33142105,56664949,145440503,1,1,,
1999,tt0158983,South Park: Bigger Longer &amp; Uncut,Trey Parker,M,Trey Parker,M,Trey Parker,M,dubious-disagree,dubious,0,21000000,52037603,52037603,1999FAIL,29367703,72772612,72772612,4,3,,
2006,tt0405336,Southland Tales,Richard Kelly,M,Richard Kelly,M,Dwayne Johnson,M,ok,ok,1,17000000,275380,364607,2006PASS,19648538,318283,421411,2,2,,
1996,tt0117705,Space Jam,Joe Pytka,M,Leo Benvenuti,M,Michael Jordan,M,notalk,notalk,0,80000000,90463534,250200000,1996FAIL,118813194,134353268,371588265,4,3,,
1987,tt0094012,Spaceballs,Mel Brooks,M,Mel Brooks,M,Mel Brooks,M,dubious-disagree,dubious,0,22700000,38119483,38119483,1987FAIL,46544021,78160088,78160088,,,,
2004,tt0371246,Spanglish,James L. Brooks,M,James L. Brooks,M,Adam Sandler,M,ok,ok,1,75000000,42044321,54344321,2004PASS,92489466,51848757,67017030,3,2,,
1997,tt0120177,Spawn,Mark A.Z. Dippé,M,Todd McFarlane,M,Michael Jai White,M,ok,ok,1,40000000,54979992,87949859,1997PASS,58049525,79789061,127636188,4,3,,
1995,tt0114508,Species,Roger Donaldson,M,Dennis Feldman,M,Natasha Henstridge,F,dubious,dubious,0,35000000,60054449,113354449,1995FAIL,53507281,91810008,173293953,4,3,,
1994,tt0111257,Speed,Jan de Bont,M,Graham Yost,M,Keanu Reeves,M,ok,ok,1,30000000,121248145,283200000,1994PASS,47149941,190561429,445095443,5,3,,
2008,tt0811080,Speed Racer,Lana Wachowski,F,Lilly Wachowski,F,Emile Hirsch,M,ok,ok,1,120000000,43945766,93394462,2008PASS,129870757,47560583,101076746,2,2,,
1998,tt0120184,Sphere,Barry Levinson,M,Michael Crichton,M,Dustin Hoffman,M,notalk,notalk,0,73000000,37068294,50168294,1998FAIL,104326659,52975497,71697130,4,3,,
2002,tt0145487,Spider-Man,Sam Raimi,M,Stan Lee,M,Tobey Maguire,M,notalk,notalk,0,139000000,403706375,821565375,2002FAIL,180029911,522872106,1064074398,3,2,,
2004,tt0316654,Spider-Man 2,Sam Raimi,M,Stan Lee,M,Tobey Maguire,M,notalk-disagree,notalk,0,200000000,373524485,783705001,2004FAIL,246638575,460627734,966459425,3,2,,
2002,tt0166813,Spirit: Stallion of the Cimarron,Kelly Asbury,M,John Fusco,M,Matt Damon,M,nowomen-disagree,nowomen,0,80000000,73215310,106515310,2002FAIL,103614337,94826948,137956416,3,2,,
1984,tt0088161,Splash,Ron Howard,M,Brian Grazer,M,Tom Hanks,M,notalk,notalk,0,8000000,62599495,62599495,1984FAIL,17931552,140313263,140313263,,,,
2009,tt1017460,Splice,Vincenzo Natali,M,Vincenzo Natali,M,Adrien Brody,M,ok,ok,1,30000000,17010170,22461001,2009PASS,32571948,18468479,24386618,2,2,,
2012,tt2101441,Spring Breakers,Harmony Korine,M,Harmony Korine,M,Vanessa Hudgens,F,ok,ok,1,5000000,14124286,30669531,2012PASS,5073193,14331045,31118489,1,1,,
2002,tt0283003,Spun,Jonas Åkerlund,M,Will De Los Santos,M,Jason Schwartzman,M,ok,ok,1,4500000,410241,1022649,2002PASS,5828306,531336,1324514,3,2,,
1996,tt0117723,Spy Hard,Rick Friedberg,M,Jason Friedberg,M,Leslie Nielsen,F,notalk,notalk,0,18000000,26936265,26936265,1996FAIL,26732969,40004796,40004796,4,3,,
2001,tt0227538,Spy Kids,Robert Rodriguez,M,Robert Rodriguez,M,Alexa PenaVega,F,ok,ok,1,35000000,112692062,197692062,2001PASS,46054609,148285394,260132301,3,2,,
2002,tt0287717,Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,M,Robert Rodriguez,M,Alexa PenaVega,F,ok,ok,1,38000000,85846296,119721296,2002PASS,49216810,111186338,155060534,3,2,,
2003,tt0338459,Spy Kids 3-D: Game Over,Robert Rodriguez,M,Robert Rodriguez,M,Daryl Sabara,M,ok,ok,1,40000000,111760631,167851995,2003PASS,50643478,141498677,212515222,3,2,,
1986,tt0092005,Stand By Me,Rob Reiner,M,Stephen King,M,Wil Wheaton,M,nowomen,nowomen,0,8000000,52287414,52287414,1986FAIL,16990118,111046165,111046165,,,,
2009,tt0796366,Star Trek,J.J. Abrams,M,Roberto Orci,M,Chris Pine,M,ok-disagree,ok,1,140000000,257730019,385680446,2009PASS,152002424,279825625,418745446,2,2,,
1984,tt0088170,Star Trek III: The Search for Spock,Leonard Nimoy,M,Gene Roddenberry,M,William Shatner,M,notalk,notalk,0,18000000,76471046,87000000,1984FAIL,40345992,171405568,195005629,,,,
2013,tt1408101,Star Trek Into Darkness,J.J. Abrams,M,Roberto Orci,M,Chris Pine,M,notalk-disagree,notalk,0,190000000,228778661,466978661,2013FAIL,190000000,228778661,466978661,1,1,,
1989,tt0098382,Star Trek V: The Final Frontier,William Shatner,M,Gene Roddenberry,M,William Shatner,M,notalk,notalk,0,30000000,52210049,70200000,1989FAIL,56387665,98133425,131947137,,,,
